1,1,Rum,None,Lime,None,Lime,Sour,Muddling,Tipunch,Strong,White_Rum,None
2,2,Others,Syrup,Passion_Fruit,Lemon,None,Sour,Shake,Exotic_Cocktail_Passion_Fruit,Mild,Others,Blue_Curacao
3,3,Others,None,Lemon,Cucumber,Lemon_Slice,Sour,Mix,Builder,Mild,Others,None
4,4,Wine,None,Lemon,Rasberry,Lemon_Slice,Sour,Mix,Raspberry_Cocktail,Mild,Cremant,None
5,5,Wine,Liqueur,Orange,None,Rasberry,Sweet,Mix,Cocktail_For_Lovers,Mild,Champagne,Cointreau
6,6,Others,None,Orange,Pineapple,Ananas_Slice,Sweet,Shake,Coconut_Kiss,Mild,Others,None
7,7,Vodka,Others,None,None,None,Spicy,Layer,Shot_Spice,Strong,Vodka,Tabasco
8,8,Gin,Wine,Lime,None,None,Sour,Mix,Cocktail_Martini,Strong,Gin,Vermouth
9,9,None,None,Strawberry,Lemonade,None,Sweet,Mix,Cocktail_Sparkling_Strawberry_Lime,None,None,None
10,10,None,None,Orange,Lemon,None,Sweet,Shake,Citrus_Cocktail_Without_Alcohol,None,None,None
11,11,Wine,Wine,None,None,None,Bitter,Mix,Citrouillette,Mild,Champagne,Noilly_Prat
12,12,Brandy,None,Apricot,None,None,Bitter,Mix,Cocktail_Grand_Paradis,Strong,Cognac,None
13,13,Whiskey,Liqueur,None,None,None,Bitter,Shake,Cocktail_Red_Lion,Very_Strong,Whiskey,Creme_De_Cassis
14,14,Rum,Syrup,None,None,None,Sour,Shake,Bacardi_Cocktail,Strong,Rum,Grenadine
15,15,Vodka,Liqueur,Lemon,None,Lemon_Slice,Sour,Mix,Cocktail_Balalaika,Strong,Vodka,Cointreau
16,16,Others,Others,Apple,Lemon,None,Sweet,Mix,Raifortissimo,Mild,Others,Wasabi
17,17,Others,None,Raspberry,Lemon,None,Sweet,Mix,Cocktail_Cranberry_Orange,Mild,Others,None
18,18,Rum,None,Pineapple,None,None,Sweet,Blend,Pina_Colada,Strong,Rum,None
19,19,Rum,None,None,Coconut,None,Bitter,Mix,Coconut_Cocktail_Lovers,Strong,Rum,None
20,20,Rum,Wine,Lemon,Orange,None,Sour,Mix,Cocktail_Appetizer,Strong,Rum,White_Wine
21,21,Brandy,Wine,Cane,None,None,Sweet,Shake,Porto_Flip,Strong,Cognac,Porto
22,22,Wine,None,Apricot,None,None,Bitter,Mix,Shoot_Up,Mild,Mangalore,None
23,23,Vodka,Syrup,Lemon,Banana,None,Sour,Mix,The_Kiss_Of_Smurfette,Strong,Vodka,Blue_Curacao
24,24,Others,None,Manguo,Pineapple,None,Sweet,Mix,Cocktail_Praslin_Islands,Mild,Others,None
25,25,Rum,None,Apple,Cane,None,Sweet,Mix,Arranged_With_Apple_Rum,Strong,Rum,None
26,26,Gin,None,Lime,Cane,None,Sour,Shake,Gin_Fizz_Easy,Strong,Gin,None
27,27,Cider,Liqueur,None,None,None,Bitter,Mix,Cider_Cocktail,Mild,Hard_Cider,Creme_De_Cassis
28,28,Rum,Syrup,Orange,Lemon,None,Sweet,Mix,Planters_Punch,Strong,Dark_Rum,Grenadine
29,29,Vodka,None,Coconut,Cane,None,Sweet,Mix,Coconut_Cocktail,Strong,Vodka,None
30,30,Rum,Others,Coconut,Tamarin,Hazalnut_Powder,Bitter,Shake,Walnut_Cocktail_Coconut_Coffee,Strong,Malibu_Rum,Coffee
31,31,Brandy,Liqueur,Apple,None,None,Sweet,Mix,Rinse_Drops,Very_Strong,Cognac,Creme_De_Cassis
32,32,Gin,Rum,Grapefruit,None,Poppy_Seed,Sour,Mix,Cocktail_Map,Strong,White_Martini,Angostura
33,33,Rum,None,Cane,Lime,Anise_Basil,Sweet,Mix,Mojito_With_Basil,Strong,White_Rum,None
34,34,Liqueur,Liqueur,Pear,None,None,Sweet,Mix,Cocktail_Orchard,Strong,Apple_Liqueur,Apricot_Liqueur
35,35,Others,None,Grapefruit,Pineapple,Rasberry,Sour,Mix,Cocktail_Pomenas,Mild,Others,None
36,36,Others,None,Apple,None,Lemongrass,Sweet,Shake,Cocktail_Kidicana,Mild,Others,None
37,37,Vodka,Syrup,Orange,None,None,Sweet,Mix,Cocktail_Paradise,Strong,Vodka,Cane
38,38,Vodka,Vodka,Lime,None,Lime,Sweet,Mix,Cava_Cocktail_Vodka_Lemon,Strong,Cava,Vodka
39,39,Wine,Soda,Blood_Orange,None,None,Sweet,Mix,Aperol_Spritz:_Italian_Sparkling_Cocktail,Mild,Pressco,Soda_Water
40,40,Rum,Syrup,Orange,None,None,Sweet,Mix,Limoncello_Cocktail,Strong,Amber_Rum,Lemonade
41,41,Rum,Syrup,Lime,None,None,Sour,Mix,Cuban_Mojito,Strong,Rum,Cane
42,42,Rum,Syrup,Lemon,Orange,None,Bitter,Mix,Delicious_Tropical_Cocktail,Strong,Malibu_Rum,Grenadine
43,43,Wine,Liqueur,Lemon,None,None,Sweet,Mix,Cocktail_Champanise,Mild,Sparkling_Wine,Cointreau
44,44,Gin,Liqueur,Orange,None,None,Sweet,Mix,Negroni_Cocktail,Strong,Gin,Campari
45,45,None,None,Pineapple,Apple,Pineapple,Sweet,Mix,Cocktail_Fruit_Juice_For_Children,Mild,None,None
46,46,Rum,Liqueur,Lemon,None,None,Bitter,Mix,Creole_Cream,Strong,White_Rum,Vermouth
47,47,Others,Milk,Coconut,None,Lime,Bitter,Mix,Fruit_Cocktail_With_Lime,Mild,Others,Coconut_Milk
48,48,Vodka,Milk,None,None,None,Bitter,Mix,White_Russian_Cocktail,Strong,Vodka,Milk
49,49,Tequila,Liqueur,Lime,None,None,Bitter,Shake,Margarita,Strong,Tequila,Triple_Sec
50,50,Vodka,Syrup,Orange,None,None,Sweet,Mix,Rainbow,Strong,Vodka,Grenadine
51,51,Others,None,Raspberry,Currant,None,Sweet,Mix,Cocktail_Sundays_Snow,Mild,Others,None
52,52,Vodka,Vegetable,Lime,Cranberry,None,Spicy,Mix,Ginger_Cosmo,Strong,Vodka,Ginger
53,53,Whiskey,Vegetable,Raspberry,None,None,Sweet,Mix,Pink_Cocktail_Whiskey,Very_Strong,Whiskey,Coriander
54,54,Others,Vegetable,Grapefruit,None,None,Sweet,Mix,Cocktail_Grapefruit_Mint,Mild,Others,Mint
55,55,Others,Syrup,Kiwi,Apple,None,Sweet,Mix,Fruit_Cocktail,Mild,Others,Vanilla
56,56,Wine,Vegetable,Lime,None,None,Sweet,Mix,Champagne_Cocktail_Mint_Lime,Mild,Champagne,Mint
57,57,Vodka,Others,Tomato,None,None,Spicy,Mix,Bloody_Mary,Strong,Vodka,Tabasco
58,58,Tequila,Syrup,Orange,None,None,Sweet,Mix,Tequila_Sunrise,Strong,Tequila,Grenadine
59,59,Wine,Wine,Raspberry,None,None,Sweet,Mix,Cocktail_Drink_With_Raspberries,Mild,Sparkling_Wine,White_Wine
60,60,Gin,Liqueur,None,None,None,Sweet,Mix,Cocktail_Cardinal,Strong,Gin,Campari
61,61,Others,Syrup,Cherry,Apple,None,Sweet,Mix,Cocktail_Anapomise,Mild,Others,Cane
62,62,Rum,Syrup,Lime,None,None,Sweet,Mix,Daiquiri,Strong,White_Rum,Cane
63,63,None,Syrup,Grapefruit,Lemon,None,Sour,Mix,Sangria_Without_Alcohol,Mild,None,Sangria
64,64,Others,Syrup,Pineapple,Orange,Shredded_Coconut,Sour,Mix,Cocktail_Tropical_Sunshine,Mild,Others,Currant
65,65,Brandy,None,Sparkling_Mineral_Water,None,Mint,Sweet,Mix,Light_Cocktail_Martini,Strong,Red_Martini,None
66,66,Vodka,None,Orange,None,None,Sweet,Mix,Screwdriver,Strong,Vodka,None
67,67,Wine,Syrup,Litchi_Juice,Berry,Litchie,Sweet,Mix,Italian_Prosecco_Cocktail,Mild,Pressco,Lemonade
68,68,Rum,Syrup,Pineapple,Apple,None,Sweet,Mix,Virevoltage,Strong,Malibu_Rum,Strawberry
69,69,None,None,Lime,Lemon,Mint,Sour,Shake,Lemon_Mint_Cocktail,Mild,None,None
70,70,Wine,Wine,None,None,None,Sweet,Mix,Champagne_Cocktail_And_Sake,Mild,Champagne,Sake
71,71,Others,Syrup,Grapefruit,None,Mint,Sweet,Mix,Frosty_Lime,Mild,Lime_Sorbet,Mint
72,72,Wine,Syrup,Triple_Sec,Cane,None,Sweet,Mix,Cocktail_Saltwater,Mild,Sparkling_Wine,Lemonade
73,73,Liqueur,None,Lemon,None,None,Sweet,Shake,Grand_Marnier_Sour,Strong,Grand_Marnier,None
74,74,Brandy,None,Apple,None,Blackcurrent,Sweet,Shake,Amber_Apple_Cocktail,Strong,Apple_Brandy,None
75,75,Others,None,Lime,None,Sugar,Sweet,Mix,Caipirinha,Mild,Cachaca,None
76,76,Whiskey,None,Cranberry,None,None,Sweet,Mix,Whisky_Cocktail_Cranberries,Very_Strong,Whiskey,None
77,77,Whiskey,None,Cane,None,None,Sweet,Mix,Aquarium,Very_Strong,Whiskey,None
78,78,Wine,Fruits,Cane,None,None,Sweet,Mix,Melon_Cocktail_Bubbles,Mild,Cremant,Melon
79,79,Others,None,Strawberry,None,None,Sweet,Mix,Le_Vandetta,Mild,Others,None
80,80,Others,Syrup,Strawberry,Grapefruit,None,Sour,Mix,Pink_3X6,Mild,Others,Fruit
81,81,Rum,None,Sparkling_Mineral_Water,None,Mint,Sweet,Mix,Mojito,Strong,White_Rum,None
82,82,Liqueur,Syrup,Apricot,Apple,None,Sweet,Mix,Cocktail_Pomabricotine,Strong,Liqueur,Grenadine
83,83,Vodka,Fruits,None,None,None,Bitter,Mix,Essaiccc,Strong,Vodka,Pear
84,84,Rum,Fruits,Guava,Cherry,None,Sweet,Mix,Baywatch,Strong,Malibu_Rum,Currant
85,85,Others,Syrup,Pineapple,Passion_Fruit,None,Sour,Shake,Bora_Bora,Mild,Others,Grenadine
86,86,Others,Fruits,Water,None,Brown_Sugar,Sweet,Mix,Cocktail_De_Fruits,Mild,Others,Kiwi
87,87,Whiskey,None,Rice_Milk,Cane,None,Sweet,Shake,Cocktail_Latte,Very_Strong,Whiskey,None
88,88,Others,Syrup,Kumquat,Litchi,Clementine_Orange,Sweet,Mix,Cocktail_Kumquat_And_Lychee,Mild,Others,Lemonade
89,89,Tequila,Syrup,Guava,Pineapple,Mint,Sweet,Mix,Mexican_Cocktail_In_My_Way,Strong,Tequila,Apple
90,90,Others,Fruits,Lemon,Orange,None,Sour,Mix,Fraisalia_Cocktail,Mild,Others,Strawberry
91,91,Others,Fruits,Lemon,Orange,Berry,Sweet,Mix,Sweet_Pink_Cocktail,Mild,Others,Raspberry
92,92,Vodka,Syrup,Peach,Pear,None,Sweet,Mix,Red_Cocktail,Strong,Vodka,Strawberry
93,93,Others,Fruits,Orange,Pineapple,None,Sweet,Mix,Cocktail_Sweet_Melon,Mild,Others,Melon
94,94,Wine,Syrup,None,None,None,Sweet,Mix,Champagne_Cocktail,Mild,Champagne,Angostura
95,95,Wine,Syrup,Orange,None,None,Sweet,Mix,Cocktail_Variant,Mild,Blush_Wine,Orange
96,96,Gin,Syrup,Orange,None,None,Sweet,Mix,Double_Show,Strong,Gin,Mint
97,97,Gin,None,Grapefruit,None,None,Bitter,Mix,Hulk,Strong,White_Martini,None
98,98,Beer,Syrup,None,None,Pineapple,Sweet,Mix,Cocktail_Mexicanos,Mild,Beer,Strawberry
99,99,Beer,Wine,None,None,None,Bitter,Mix,Black_Velvet,Mild,Stout,Champagne
100,100,Wine,Liqueur,Lime,Lemon,Sugar,Sweet,Mix,Champagne_Soup,Mild,Champagne,Cointreau
101,101,Rum,Others,Lime,None,None,Bitter,Mix,Cuba_Libre,Strong,White_Rum,Coca_Cola
102,102,Vodka,Syrup,Apple,None,None,Sweet,Mix,Tutti_Cocktail,Strong,Vodka,Strawberry
103,103,Rum,Milk,Pineapple,None,None,Bitter,Mix,Pina_Colada,Strong,White_Rum,Coconut_Milk
104,104,Tequila,Fruits,None,None,Lime,Sweet,Mix,Strawberry_Margarita,Strong,Tequila,Strawberry
105,105,Wine,Syrup,Grapefruit,None,None,Sweet,Mix,Pink_Cocktail_Pink_Grapefruit,Mild,Blush_Wine,Grenadine
106,106,Rum,Syrup,Lemon,None,None,Sweet,Mix,Bacardi_Cocktail_Grenadine_Lemon,Strong,Rum,Grenadine
107,107,Brandy,Syrup,Multivitamin,None,None,Sweet,Mix,Mts_Cocktail,Very_Strong,Martini,Cane
108,108,Wine,Syrup,Orange,None,None,Sweet,Mix,Madras_Cocktail,Mild,White_Wine,Grenadine
